,playerID,yearID,teamID,lgID.x,inseason,G.x,W.x,L.x,rank,plyrMgr,Glast2,Wlast2,Llast2,PercentLast2,Glast3,Wlast3,Llast3,PercentLast3,totalgames,totalwins,totalloss,totalavgrank,totalseasons,lgID.y,franchID,divID,Rank,G.y,Ghome,W.y,L.y,DivWin,WCWin,LgWin,WSWin,R,AB,H,2B,3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,Fired,startyear,labeller,censor
222,rodgebu01,1994,CAL,AL,1,40,16,24,4,N,202,87,115,0.430693069,236,101,135,0.427966102,313,140,173,5.2,5,AL,ANA,W,4,115,63,47,68,NA,NA,NA,NA,543,3943,1042,178,16,120,402,715,65,54,NA,NA,660,618,5.42,11,3,21,3081,1149,150,436,682,76,110,0.983,California Angels,Anaheim Stadium,1512622,101,101,CAL,CAL,CAL,TRUE,1990,rodgebu01 CAL,1
223,trebeto99,1994,CHN,NL,1,113,49,64,5,N,NA,NA,NA,0.433628319,NA,NA,NA,0.433628319,113,49,64,5,1,NL,CHC,C,5,113,59,49,64,NA,NA,NA,NA,500,3918,1015,189,26,109,364,750,69,53,NA,NA,549,508,4.47,5,1,27,3069,1054,120,392,717,81,110,0.982,Chicago Cubs,Wrigley Field,1845208,99,99,CHC,CHN,CHN,FALSE,1994,trebeto99 CHN,1
224,howear01,1993,HOU,NL,1,162,85,77,3,N,324,166,158,0.512345679,486,231,255,0.475308642,810,392,418,4.2,5,NL,HOU,W,3,162,81,85,77,N,NA,N,N,716,5464,1459,288,37,138,497,911,103,60,NA,NA,630,559,3.49,18,14,42,4323,1363,117,476,1056,125,141,0.979,Houston Astros,Astrodome,2084618,96,96,HOU,HOU,HOU,FALSE,1989,howear01 HOU,1
225,lefebji01,1993,CHN,NL,1,162,84,78,4,N,324,162,162,0.5,NA,NA,NA,0.5,324,162,162,4,2,NL,CHC,E,4,163,82,84,78,N,NA,N,N,738,5627,1521,259,32,161,446,923,100,43,NA,NA,739,673,4.18,8,5,56,4347,1514,153,470,905,115,162,0.982,Chicago Cubs,Wrigley Field,2653763,98,98,CHC,CHN,CHN,FALSE,1992,lefebji01 CHN,1
226,perezto01,1993,CIN,NL,1,44,20,24,5,N,NA,NA,NA,0.454545455,NA,NA,NA,0.454545455,44,20,24,5,1,NL,CIN,W,5,162,81,73,89,N,NA,N,N,722,5517,1457,261,28,137,485,1025,142,59,NA,NA,785,719,4.51,11,8,37,4302,1510,158,508,996,120,133,0.98,Cincinnati Reds,Riverfront Stadium,2453232,101,100,CIN,CIN,CIN,TRUE,1993,perezto01 CIN,1
227,torboje01,1993,NYN,NL,1,38,13,25,7,N,200,85,115,0.425,NA,NA,NA,0.425,200,85,115,6,2,NL,NYM,E,7,162,81,59,103,N,NA,N,N,672,5448,1350,228,37,158,448,879,79,50,NA,NA,744,647,4.05,16,8,22,4314,1483,139,434,867,156,143,0.975,New York Mets,Shea Stadium,1873183,99,100,NYM,NYN,NYN,TRUE,1992,torboje01 NYN,1
228,craigro01,1992,SFN,NL,1,162,72,90,5,N,324,147,177,0.453703704,486,232,254,0.477366255,1152,586,566,3.375,8,NL,SFG,W,5,162,81,72,90,N,NA,N,N,574,5456,1330,220,36,105,435,1067,112,64,NA,NA,647,586,3.61,9,12,30,4383,1385,128,502,927,111,174,0.982,San Francisco Giants,Candlestick Park,1560998,94,94,SFG,SFN,SFN,FALSE,1985,craigro01 SFN,1
229,harrato01,1992,TEX,AL,2,76,32,44,4,N,NA,NA,NA,0.421052632,NA,NA,NA,0.421052632,76,32,44,4,1,AL,TEX,W,4,162,81,77,85,N,NA,N,N,682,5537,1387,266,23,159,550,1036,81,44,NA,NA,753,663,4.09,19,3,42,4380,1471,113,598,1034,153,153,0.975,Texas Rangers,Arlington Stadium,2198231,97,97,TEX,TEX,TEX,TRUE,1992,harrato01 TEX,1
230,pinielo01,1992,CIN,NL,1,162,90,72,2,N,324,164,160,0.50617284,486,255,231,0.524691358,486,255,231,2.666666667,3,NL,CIN,W,2,162,81,90,72,N,NA,N,N,660,5460,1418,281,44,99,563,888,125,65,NA,NA,609,557,3.46,9,11,55,4347,1362,109,470,1060,96,128,0.984,Cincinnati Reds,Riverfront Stadium,2315946,103,103,CIN,CIN,CIN,FALSE,1990,pinielo01 CIN,1
231,plummbi01,1992,SEA,AL,1,162,64,98,7,N,NA,NA,NA,0.395061728,NA,NA,NA,0.395061728,162,64,98,7,1,AL,SEA,W,7,162,81,64,98,N,NA,N,N,679,5564,1466,278,24,149,474,841,100,55,NA,NA,799,731,4.55,21,9,30,4335,1467,129,661,894,112,170,0.982,Seattle Mariners,Kingdome,1651367,100,100,SEA,SEA,SEA,FALSE,1992,plummbi01 SEA,1
232,riddogr99,1992,SDN,NL,1,150,78,72,3,N,312,162,150,0.519230769,394,200,194,0.507614213,394,200,194,3.666666667,3,NL,SDP,W,3,162,81,82,80,N,NA,N,N,617,5476,1396,255,30,135,453,864,69,52,NA,NA,636,578,3.56,9,11,46,4383,1444,111,439,971,115,127,0.982,San Diego Padres,Jack Murphy Stadium,1721406,101,102,SDP,SDN,SDN,TRUE,1990,riddogr99 SDN,1
233,runneto01,1992,MON,NL,1,37,17,20,2,N,149,68,81,0.456375839,NA,NA,NA,0.456375839,149,68,81,4,2,NL,WSN,E,2,162,81,87,75,N,NA,N,N,648,5477,1381,263,37,102,463,976,196,63,NA,NA,581,530,3.25,11,14,49,4404,1296,92,525,1014,124,113,0.98,Montreal Expos,Stade Olympique,1669127,99,99,MON,MON,MON,TRUE,1991,runneto01 MON,1
234,valenbo02,1992,TEX,AL,1,86,45,41,4,N,248,130,118,0.524193548,410,213,197,0.519512195,1186,581,605,4.375,8,AL,TEX,W,4,162,81,77,85,N,NA,N,N,682,5537,1387,266,23,159,550,1036,81,44,NA,NA,753,663,4.09,19,3,42,4380,1471,113,598,1034,153,153,0.975,Texas Rangers,Arlington Stadium,2198231,97,97,TEX,TEX,TEX,TRUE,1985,valenbo02 TEX,1
235,wathajo01,1992,CAL,AL,2,89,39,50,5,N,NA,NA,NA,0.438202247,NA,NA,NA,0.438202247,89,39,50,5,1,AL,ANA,W,5,162,81,72,90,N,NA,N,N,579,5364,1306,202,20,88,416,882,160,101,NA,NA,671,617,3.84,26,13,42,4338,1449,130,532,888,134,172,0.979,California Angels,Anaheim Stadium,2065444,100,101,CAL,CAL,CAL,TRUE,1992,wathajo01 CAL,1
236,altobjo01,1991,CHN,NL,2,1,0,1,4,N,NA,NA,NA,0,NA,NA,NA,0,1,0,1,4,1,NL,CHC,E,4,160,83,77,83,N,NA,N,N,695,5522,1395,232,26,159,442,879,123,64,NA,NA,734,652,4.03,12,4,40,4368,1415,117,542,927,113,120,0.982,Chicago Cubs,Wrigley Field,2314250,104,105,CHC,CHN,CHN,TRUE,1991,altobjo01 CHN,1
237,cubbami01,1991,NYN,NL,2,7,3,4,5,N,NA,NA,NA,0.428571429,NA,NA,NA,0.428571429,7,3,4,5,1,NL,NYM,E,5,161,82,77,84,N,NA,N,N,640,5359,1305,250,24,117,578,789,153,70,NA,NA,646,568,3.56,12,11,39,4311,1403,108,410,1028,143,112,0.977,New York Mets,Shea Stadium,2284484,99,99,NYM,NYN,NYN,TRUE,1991,cubbami01 NYN,1
238,essiaji01,1991,CHN,NL,3,122,59,63,4,N,NA,NA,NA,0.483606557,NA,NA,NA,0.483606557,122,59,63,4,1,NL,CHC,E,4,160,83,77,83,N,NA,N,N,695,5522,1395,232,26,159,442,879,123,64,NA,NA,734,652,4.03,12,4,40,4368,1415,117,542,927,113,120,0.982,Chicago Cubs,Wrigley Field,2314250,104,105,CHC,CHN,CHN,TRUE,1991,essiaji01 CHN,1
239,harrebu01,1991,NYN,NL,1,154,74,80,5,N,274,145,129,0.52919708,NA,NA,NA,0.52919708,274,145,129,3.5,2,NL,NYM,E,5,161,82,77,84,N,NA,N,N,640,5359,1305,250,24,117,578,789,153,70,NA,NA,646,568,3.56,12,11,39,4311,1403,108,410,1028,143,112,0.977,New York Mets,Shea Stadium,2284484,99,99,NYM,NYN,NYN,FALSE,1990,harrebu01 NYN,1
240,lefebji01,1991,SEA,AL,1,162,83,79,5,N,324,160,164,0.49382716,486,233,253,0.479423868,486,233,253,5.333333333,3,AL,SEA,W,5,162,81,83,79,N,NA,N,N,702,5494,1400,268,29,126,588,811,97,44,NA,NA,674,617,3.79,10,13,48,4392,1387,136,628,1003,110,187,0.983,Seattle Mariners,Kingdome,2147905,100,100,SEA,SEA,SEA,FALSE,1989,lefebji01 SEA,1
241,leyvani99,1991,PHI,NL,1,13,4,9,3,N,175,81,94,0.462857143,338,148,189,0.437869822,338,148,189,4.333333333,3,NL,PHI,E,3,162,83,78,84,N,NA,N,N,629,5521,1332,248,33,111,490,1026,92,30,NA,NA,680,627,3.86,16,11,35,4389,1346,111,670,988,116,111,0.981,Philadelphia Phillies,Veterans Stadium,2050012,99,99,PHI,PHI,PHI,TRUE,1989,leyvani99 PHI,1
242,mcnamjo99,1991,CLE,AL,1,77,25,52,7,N,239,102,137,0.426778243,NA,NA,NA,0.426778243,239,102,137,5.5,2,AL,CLE,E,7,162,82,57,105,N,NA,N,N,576,5470,1390,236,26,79,449,888,84,58,NA,NA,759,677,4.23,22,8,33,4323,1551,110,441,862,142,150,0.976,Cleveland Indians,Cleveland Stadium,1051863,101,102,CLE,CLE,CLE,TRUE,1990,mcnamjo99 CLE,1
243,merrist99,1991,NYA,AL,1,162,71,91,5,N,275,120,155,0.436363636,NA,NA,NA,0.436363636,275,120,155,6,2,AL,NYY,E,5,162,81,71,91,N,NA,N,N,674,5541,1418,249,19,147,473,861,109,36,NA,NA,777,709,4.42,3,11,37,4332,1510,152,506,936,133,181,0.979,New York Yankees,Yankee Stadium II,1863733,100,101,NYY,NYA,NYA,FALSE,1990,merrist99 NYA,1
244,morgajo01,1991,BOS,AL,1,162,84,78,3,N,324,172,152,0.530864198,486,255,231,0.524691358,563,301,262,2,4,AL,BOS,E,2,162,81,84,78,N,NA,N,N,731,5530,1486,305,25,126,593,820,59,39,NA,NA,712,641,4.01,15,13,45,4317,1405,147,530,999,116,165,0.981,Boston Red Sox,Fenway Park II,2562435,105,105,BOS,BOS,BOS,FALSE,1988,morgajo01 BOS,1
245,raderdo02,1991,CAL,AL,1,124,61,63,7,N,286,141,145,0.493006993,448,232,216,0.517857143,448,232,216,4.666666667,3,AL,ANA,W,7,162,81,81,81,N,NA,N,N,653,5470,1396,245,29,115,448,928,94,56,NA,NA,649,591,3.69,18,10,50,4323,1351,141,543,990,102,156,0.984,California Angels,Anaheim Stadium,2416236,99,100,CAL,CAL,CAL,TRUE,1989,raderdo02 CAL,1
246,robinfr02,1991,BAL,AL,1,37,13,24,6,N,199,89,109,0.447236181,361,176,184,0.487534626,516,230,285,5,4,AL,BAL,E,6,162,81,67,95,N,NA,N,N,686,5604,1421,256,29,170,528,974,50,33,NA,NA,796,743,4.59,8,8,42,4371,1534,147,504,868,89,172,0.986,Baltimore Orioles,Memorial Stadium,2552753,96,97,BAL,BAL,BAL,TRUE,1988,robinfr02 BAL,1
247,rodgebu01,1991,MON,NL,1,49,20,29,6,N,211,105,106,0.497630332,373,186,187,0.498659517,1020,520,499,3.714285714,7,NL,WSN,E,6,161,68,71,90,N,NA,N,N,579,5412,1329,236,42,95,484,1056,221,100,NA,NA,655,582,3.64,12,14,39,4320,1304,111,584,909,131,128,0.979,Montreal Expos,Stade Olympique,934742,99,99,MON,MON,MON,TRUE,1985,rodgebu01 MON,1
248,tenacge01,1991,TOR,AL,2,33,19,14,1,N,NA,NA,NA,0.575757576,NA,NA,NA,0.575757576,33,19,14,1,1,AL,TOR,E,1,162,81,91,71,Y,NA,N,N,684,5489,1412,295,45,133,499,1043,148,53,NA,NA,622,569,3.5,10,16,60,4386,1301,121,523,971,127,115,0.98,Toronto Blue Jays,Skydome,4001527,104,103,TOR,TOR,TOR,TRUE,1991,tenacge01 TOR,1
249,torboje01,1991,CHA,AL,1,162,87,75,2,N,324,181,143,0.558641975,485,250,235,0.515463918,485,250,235,3.666666667,3,AL,CHW,W,2,162,81,87,75,N,NA,N,N,758,5594,1464,226,39,139,610,896,134,74,NA,NA,681,622,3.79,28,8,40,4434,1302,154,601,923,116,151,0.982,Chicago White Sox,Comiskey Park II,2934154,98,97,CHW,CHA,CHA,FALSE,1989,torboje01 CHA,1
250,trebeto99,1991,ML4,AL,1,162,83,79,4,N,324,157,167,0.484567901,486,238,248,0.489711934,819,422,397,4.5,6,AL,MIL,E,4,162,80,83,79,N,NA,N,N,799,5611,1523,247,53,116,556,802,106,68,NA,NA,744,673,4.14,23,11,41,4389,1498,147,527,859,118,176,0.981,Milwaukee Brewers,County Stadium,1478729,98,98,MIL,MIL,MIL,FALSE,1986,trebeto99 ML4,1
251,wathajo01,1991,KCA,AL,1,37,15,22,6,N,198,90,108,0.454545455,360,182,178,0.505555556,557,287,270,3.8,5,AL,KCR,W,6,162,81,82,80,N,NA,N,N,727,5584,1475,290,41,117,523,969,119,68,NA,NA,722,639,3.92,17,12,41,4398,1473,105,529,1004,125,141,0.98,Kansas City Royals,Royals Stadium,2161537,100,101,KCR,KCA,KCA,TRUE,1987,wathajo01 KCA,1
252,zimmedo01,1991,CHN,NL,1,37,18,19,4,N,199,95,104,0.477386935,361,188,173,0.520775623,524,265,258,3.5,4,NL,CHC,E,4,160,83,77,83,N,NA,N,N,695,5522,1395,232,26,159,442,879,123,64,NA,NA,734,652,4.03,12,4,40,4368,1415,117,542,927,113,120,0.982,Chicago Cubs,Wrigley Field,2314250,104,105,CHC,CHN,CHN,TRUE,1988,zimmedo01 CHN,1
253,dentbu01,1990,NYA,AL,1,49,18,31,7,N,89,36,53,0.404494382,NA,NA,NA,0.404494382,89,36,53,6,2,AL,NYY,E,7,162,81,67,95,N,NA,N,N,603,5483,1322,208,19,147,427,1027,119,45,NA,NA,749,675,4.21,15,6,41,4332,1430,144,618,909,126,164,0.98,New York Yankees,Yankee Stadium II,2006436,100,102,NYY,NYA,NYA,TRUE,1989,dentbu01 NYA,1
254,herzowh01,1990,SLN,NL,1,80,33,47,6,N,244,119,123,0.487704918,406,195,209,0.480295567,1553,822,728,3,11,NL,STL,E,6,162,81,70,92,N,NA,N,N,599,5462,1398,255,41,73,517,844,221,74,NA,NA,698,620,3.87,8,13,39,4329,1432,98,475,833,129,114,0.979,St. Louis Cardinals,Busch Stadium II,2573225,100,100,STL,SLN,SLN,TRUE,1980,herzowh01 SLN,1
255,johnsda02,1990,NYN,NL,1,42,20,22,2,N,204,107,97,0.524509804,364,207,157,0.568681319,1012,595,417,1.714285714,7,NL,NYM,E,2,162,81,91,71,N,NA,N,N,775,5504,1410,278,21,172,536,851,110,33,NA,NA,613,547,3.42,18,14,41,4320,1339,119,444,1217,132,107,0.978,New York Mets,Shea Stadium,2732745,100,99,NYM,NYN,NYN,TRUE,1984,johnsda02 NYN,1
256,mckeoja99,1990,SDN,NL,1,80,37,43,5,N,242,126,116,0.520661157,357,193,164,0.540616246,357,193,164,3.333333333,3,NL,SDP,W,4,162,81,75,87,N,NA,N,N,673,5554,1429,243,35,123,509,902,138,59,NA,NA,673,597,3.68,21,12,35,4383,1437,147,507,928,141,141,0.977,San Diego Padres,Jack Murphy Stadium,1856396,101,101,SDP,SDN,SDN,TRUE,1988,mckeoja99 SDN,1
257,nixonru01,1990,ATL,NL,1,65,25,40,6,N,226,88,137,0.389380531,347,130,216,0.374639769,347,130,216,6,3,NL,ATL,W,6,162,81,65,97,N,NA,N,N,682,5504,1376,263,26,162,473,1010,92,55,NA,NA,821,727,4.58,17,8,30,4287,1527,128,579,938,158,133,0.974,Atlanta Braves,Atlanta-Fulton County Stadium,980129,105,106,ATL,ATL,ATL,TRUE,1988,nixonru01 ATL,1
258,schoere01,1990,SLN,NL,2,24,13,11,6,N,61,31,30,0.508196721,223,103,120,0.461883408,1999,1041,955,3.714285714,14,NL,STL,E,6,162,81,70,92,N,NA,N,N,599,5462,1398,255,41,73,517,844,221,74,NA,NA,698,620,3.87,8,13,39,4329,1432,98,475,833,129,114,0.979,St. Louis Cardinals,Busch Stadium II,2573225,100,100,STL,SLN,SLN,TRUE,1977,schoere01 SLN,1
259,edwardo01,1989,CLE,AL,1,143,65,78,6,N,305,143,162,0.468852459,380,173,207,0.455263158,380,173,207,6.333333333,3,AL,CLE,E,6,162,81,73,89,N,NA,N,N,604,5463,1340,221,26,127,499,934,74,51,NA,NA,654,589,3.65,23,13,38,4359,1423,107,452,844,118,126,0.981,Cleveland Indians,Cleveland Stadium,1285542,101,102,CLE,CLE,CLE,TRUE,1987,edwardo01 CLE,1
260,greenda02,1989,NYA,AL,1,121,56,65,5,N,NA,NA,NA,0.462809917,NA,NA,NA,0.462809917,121,56,65,5,1,AL,NYY,E,5,161,81,74,87,N,NA,N,N,698,5458,1470,229,23,130,502,831,137,60,NA,NA,792,707,4.5,15,9,44,4242,1550,150,521,787,122,183,0.98,New York Yankees,Yankee Stadium II,2170485,99,99,NYY,NYA,NYA,TRUE,1989,greenda02 NYA,1
261,hartjo99,1989,CLE,AL,2,19,8,11,6,N,NA,NA,NA,0.421052632,NA,NA,NA,0.421052632,19,8,11,6,1,AL,CLE,E,6,162,81,73,89,N,NA,N,N,604,5463,1340,221,26,127,499,934,74,51,NA,NA,654,589,3.65,23,13,38,4359,1423,107,452,844,118,126,0.981,Cleveland Indians,Cleveland Stadium,1285542,101,102,CLE,CLE,CLE,TRUE,1989,hartjo99 CLE,1
262,helmsto01,1989,CIN,NL,2,37,16,21,5,N,64,28,36,0.4375,NA,NA,NA,0.4375,64,28,36,3.5,2,NL,CIN,W,5,162,81,75,87,N,NA,N,N,632,5520,1362,243,28,128,493,1028,128,71,NA,NA,691,607,3.73,16,9,37,4392,1404,125,559,981,121,108,0.98,Cincinnati Reds,Riverfront Stadium,1979320,104,103,CIN,CIN,CIN,TRUE,1988,helmsto01 CIN,1
263,rosepe01,1989,CIN,NL,1,125,59,66,5,N,236,123,113,0.521186441,259,134,125,0.517374517,786,412,373,2.857142857,7,NL,CIN,W,5,162,81,75,87,N,NA,N,N,632,5520,1362,243,28,128,493,1028,128,71,NA,NA,691,607,3.73,16,9,37,4392,1404,125,559,981,121,108,0.98,Cincinnati Reds,Riverfront Stadium,1979320,104,103,CIN,CIN,CIN,TRUE,1983,rosepe01 CIN,1
264,williji03,1989,TOR,AL,1,36,12,24,1,N,198,99,99,0.5,360,195,165,0.541666667,523,281,241,2.5,4,AL,TOR,E,1,162,81,89,73,Y,NA,N,N,731,5581,1449,265,40,142,521,923,144,58,NA,NA,651,584,3.58,12,12,38,4401,1408,99,478,849,126,164,0.98,Toronto Blue Jays,Exhibition Stadium /Skydome,3375883,94,94,TOR,TOR,TOR,TRUE,1986,williji03 TOR,1
265,bowala01,1988,SDN,NL,1,46,16,30,3,N,208,81,127,0.389423077,NA,NA,NA,0.389423077,208,81,127,4.5,2,NL,SDP,W,3,161,81,83,78,N,NA,N,N,594,5366,1325,205,35,94,494,892,123,50,NA,NA,583,528,3.28,30,9,39,4347,1332,112,439,885,116,147,0.981,San Diego Padres,Jack Murphy Stadium,1506896,99,99,SDP,SDN,SDN,TRUE,1987,bowala01 SDN,1
266,eliale01,1988,PHI,NL,1,153,60,92,6,N,254,111,142,0.437007874,NA,NA,NA,0.437007874,254,111,142,5,2,NL,PHI,E,6,162,81,65,96,N,NA,N,N,597,5403,1294,246,31,106,489,981,112,49,NA,NA,734,659,4.14,16,6,36,4299,1447,118,628,859,145,139,0.976,Philadelphia Phillies,Veterans Stadium,1990041,101,103,PHI,PHI,PHI,FALSE,1987,eliale01 PHI,1
267,fregoji01,1988,CHA,AL,1,161,71,90,5,N,323,148,175,0.458204334,419,193,226,0.460620525,419,193,226,5,3,AL,CHW,W,5,161,81,71,90,N,NA,N,N,631,5449,1327,224,35,132,446,908,98,46,NA,NA,757,659,4.12,11,9,43,4317,1467,138,533,754,154,177,0.976,Chicago White Sox,Comiskey Park,1115749,100,100,CHW,CHA,CHA,FALSE,1986,fregoji01 CHA,1
268,lanieha01,1988,HOU,NL,1,162,82,80,5,N,324,158,166,0.487654321,486,254,232,0.522633745,486,254,232,3,3,NL,HOU,W,5,162,81,82,80,N,NA,N,N,617,5494,1338,239,31,96,474,840,198,71,NA,NA,631,558,3.41,21,15,40,4422,1339,123,478,1049,138,124,0.978,Houston Astros,Astrodome,1933505,96,96,HOU,HOU,HOU,FALSE,1986,lanieha01 HOU,1
269,martibi02,1988,NYA,AL,1,68,40,28,5,N,213,131,82,0.615023474,375,222,153,0.592,941,556,385,2.5,8,AL,NYY,E,5,161,80,85,76,N,NA,N,N,772,5592,1469,272,12,148,588,935,146,39,NA,NA,748,689,4.26,16,5,43,4368,1512,157,487,861,134,161,0.978,New York Yankees,Yankee Stadium II,2633701,99,100,NYY,NYA,NYA,TRUE,1981,martibi02 NYA,1
270,mcnamjo99,1988,BOS,AL,1,85,43,42,1,N,247,121,126,0.489878543,408,216,192,0.529411765,571,297,273,3,4,AL,BOS,E,1,162,81,89,73,Y,NA,N,N,813,5545,1569,310,39,124,623,728,65,36,NA,NA,689,629,3.97,26,14,37,4278,1415,143,493,1085,93,123,0.984,Boston Red Sox,Fenway Park II,2464851,105,104,BOS,BOS,BOS,TRUE,1985,mcnamjo99 BOS,1
271,pinielo01,1988,NYA,AL,2,93,45,48,5,N,255,134,121,0.525490196,417,224,193,0.537170264,417,224,193,3.666666667,3,AL,NYY,E,5,161,80,85,76,N,NA,N,N,772,5592,1469,272,12,148,588,935,146,39,NA,NA,748,689,4.26,16,5,43,4368,1512,157,487,861,134,161,0.978,New York Yankees,Yankee Stadium II,2633701,99,100,NYY,NYA,NYA,TRUE,1986,pinielo01 NYA,1
272,ripkeca99,1988,BAL,AL,1,6,0,6,7,N,168,67,101,0.398809524,169,68,101,0.402366864,169,68,101,5.666666667,3,AL,BAL,E,7,161,80,54,107,N,NA,N,N,550,5358,1275,199,20,137,504,869,69,44,NA,NA,789,714,4.54,20,7,26,4248,1506,153,523,709,118,172,0.981,Baltimore Orioles,Memorial Stadium,1660738,97,98,BAL,BAL,BAL,TRUE,1986,ripkeca99 BAL,1
273,rojasco01,1988,CAL,AL,1,154,75,79,4,N,NA,NA,NA,0.487012987,NA,NA,NA,0.487012987,154,75,79,4,1,AL,ANA,W,4,162,81,75,87,N,NA,N,N,714,5582,1458,258,31,124,469,819,86,52,NA,NA,771,698,4.32,26,9,33,4365,1503,135,568,817,135,175,0.979,California Angels,Anaheim Stadium,2340925,97,97,CAL,CAL,CAL,FALSE,1988,rojasco01 CAL,1
274,snydeji02,1988,SEA,AL,2,105,45,60,7,N,NA,NA,NA,0.428571429,NA,NA,NA,0.428571429,105,45,60,7,1,AL,SEA,W,7,161,81,68,93,N,NA,N,N,664,5436,1397,271,27,148,461,787,95,61,NA,NA,744,658,4.15,28,11,28,4284,1385,144,558,981,123,168,0.98,Seattle Mariners,Kingdome,1022398,104,105,SEA,SEA,SEA,TRUE,1988,snydeji02 SEA,1
275,stubimo01,1988,CAL,AL,2,8,0,8,4,N,NA,NA,NA,0,NA,NA,NA,0,8,0,8,4,1,AL,ANA,W,4,162,81,75,87,N,NA,N,N,714,5582,1458,258,31,124,469,819,86,52,NA,NA,771,698,4.32,26,9,33,4365,1503,135,568,817,135,175,0.979,California Angels,Anaheim Stadium,2340925,97,97,CAL,CAL,CAL,TRUE,1988,stubimo01 CAL,1
276,tannech01,1988,ATL,NL,1,39,12,27,6,N,200,81,119,0.405,361,153,208,0.423822715,361,153,208,5.666666667,3,NL,ATL,W,6,160,79,54,106,N,NA,N,N,555,5440,1319,228,28,96,432,848,95,69,NA,NA,741,657,4.09,14,4,25,4338,1481,108,524,810,151,138,0.976,Atlanta Braves,Atlanta-Fulton County Stadium,848089,104,106,ATL,ATL,ATL,TRUE,1986,tannech01 ATL,1
277,vukovjo01,1988,PHI,NL,2,9,5,4,6,N,NA,NA,NA,0.555555556,NA,NA,NA,0.555555556,9,5,4,6,1,NL,PHI,E,6,162,81,65,96,N,NA,N,N,597,5403,1294,246,31,106,489,981,112,49,NA,NA,734,659,4.14,16,6,36,4299,1447,118,628,859,145,139,0.976,Philadelphia Phillies,Veterans Stadium,1990041,101,103,PHI,PHI,PHI,TRUE,1988,vukovjo01 PHI,1
278,willidi02,1988,SEA,AL,1,56,23,33,7,N,218,101,117,0.463302752,351,159,192,0.452991453,351,159,192,6,3,AL,SEA,W,7,161,81,68,93,N,NA,N,N,664,5436,1397,271,27,148,461,787,95,61,NA,NA,744,658,4.15,28,11,28,4284,1385,144,558,981,123,168,0.98,Seattle Mariners,Kingdome,1022398,104,105,SEA,SEA,SEA,TRUE,1986,willidi02 SEA,1
279,corrapa01,1987,CLE,AL,1,87,31,56,7,N,250,115,134,0.46,412,175,236,0.424757282,637,280,355,6.4,5,AL,CLE,E,7,162,81,61,101,N,NA,N,N,742,5606,1476,267,30,187,489,977,140,54,NA,NA,957,834,5.28,24,8,25,4266,1566,219,606,849,152,128,0.975,Cleveland Indians,Cleveland Stadium,1077898,100,101,CLE,CLE,CLE,TRUE,1983,corrapa01 CLE,1
280,felskjo01,1987,PHI,NL,1,61,29,32,4,N,222,115,107,0.518018018,384,190,194,0.494791667,384,190,194,3.666666667,3,NL,PHI,E,4,162,81,80,82,N,NA,N,N,702,5475,1390,248,51,169,587,1109,111,49,NA,NA,749,673,4.18,13,7,48,4344,1453,167,587,877,121,137,0.98,Philadelphia Phillies,Veterans Stadium,2100110,103,104,PHI,PHI,PHI,TRUE,1985,felskjo01 PHI,1
281,gardnbi02,1987,KCA,AL,1,126,62,64,2,N,NA,NA,NA,0.492063492,NA,NA,NA,0.492063492,126,62,64,2,1,AL,KCR,W,2,162,81,83,79,N,NA,N,N,715,5499,1443,239,40,168,523,1034,125,43,NA,NA,691,611,3.86,44,11,26,4272,1424,128,548,923,131,151,0.979,Kansas City Royals,Royals Stadium,2392471,102,102,KCR,KCA,KCA,TRUE,1987,gardnbi02 KCA,1
282,lucchfr99,1987,CHN,NL,2,25,8,17,6,N,NA,NA,NA,0.32,NA,NA,NA,0.32,25,8,17,6,1,NL,CHC,E,6,161,80,76,85,N,NA,N,N,720,5583,1475,244,33,209,504,1064,109,48,NA,NA,801,725,4.55,11,5,48,4302,1524,159,628,1024,130,154,0.979,Chicago Cubs,Wrigley Field,2035130,103,104,CHC,CHN,CHN,TRUE,1987,lucchfr99 CHN,1
283,mauchge01,1987,CAL,AL,1,162,75,87,7,N,324,167,157,0.515432099,486,257,229,0.528806584,711,379,332,3,5,AL,ANA,W,6,162,81,75,87,N,NA,N,N,770,5570,1406,257,26,172,590,926,125,44,NA,NA,803,709,4.38,20,7,36,4371,1481,212,504,941,117,162,0.981,California Angels,Anaheim Stadium,2696299,97,97,CAL,CAL,CAL,FALSE,1983,mauchge01 CAL,1
284,michage01,1987,CHN,NL,1,136,68,68,6,N,238,114,124,0.478991597,NA,NA,NA,0.478991597,238,114,124,5.5,2,NL,CHC,E,6,161,80,76,85,N,NA,N,N,720,5583,1475,244,33,209,504,1064,109,48,NA,NA,801,725,4.55,11,5,48,4302,1524,159,628,1024,130,154,0.979,Chicago Cubs,Wrigley Field,2035130,103,104,CHC,CHN,CHN,TRUE,1986,michage01 CHN,1
