"","playerID","stint","G","AB","R","H","2B","3B","HR","RBI","SB","CS","BB","SO","IBB","HBP","SH"
"8584","shaffri01",2,51,122,16,26,9,0,5,10,0,2,15,50,0,3,0
"8585","shamsar01",10,665,1686,194,426,60,15,68,233,5,7,188,254,29,15,9
"8586","shanagr01",2,11,1,1,0,0,0,0,0,0,0,0,1,0,1,0
"8587","shankha01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8588","shannmi01",9,882,2780,313,710,116,23,68,367,19,17,224,525,24,10,22
"8589","shannwa02",2,65,118,7,31,5,0,0,6,0,0,3,18,1,2,0
"8590","sharodi01",3,242,467,46,102,20,0,13,46,6,6,50,95,0,0,7
"8591","sharpbi01",6,398,1104,122,281,52,8,9,95,3,12,75,109,6,7,25
"8592","sharpjo01",2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8593","sharpmi01",10,557,1203,149,337,61,5,10,123,22,14,139,154,9,5,27
"8594","shaveje01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8595","shavejo01",3,79,160,20,46,9,0,1,21,3,5,8,35,0,2,6
"8596","shawbo01",19,433,519,21,69,2,1,0,18,2,0,37,142,0,1,40
"8597","shawbr01",6,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8598","shawdo01",7,138,15,3,0,0,0,0,0,0,0,4,7,0,0,2
"8599","shawje01",16,633,38,4,3,0,0,0,0,0,0,4,20,0,0,3
"8600","shawtr01",2,210,706,94,177,44,2,29,107,5,2,61,190,5,5,0
"8601","sheafda01",7,389,946,87,219,38,5,13,110,6,8,60,122,2,5,12
"8602","sheajo01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8603","shealry01",7,169,545,75,146,26,1,19,94,2,1,46,150,1,6,0
"8604","shearra01",1,2,2,1,1,0,0,0,0,0,0,1,1,0,0,0
"8605","shearto01",1,7,11,0,0,0,0,0,0,0,0,1,4,0,0,1
"8606","sheast01",2,40,6,0,0,0,0,0,0,0,0,0,4,0,0,0
"8607","sheetan01",7,356,960,118,207,38,3,19,113,16,7,76,275,3,2,23
"8608","sheetbe01",10,250,449,12,34,3,0,0,12,0,0,19,212,0,0,45
"8609","sheetla01",8,748,2284,273,607,98,5,94,339,6,12,175,351,22,19,2
"8610","sheffga01",26,2576,9217,1636,2689,467,27,509,1676,253,104,1475,1171,130,135,9
"8611","shelbjo01",15,1036,3090,389,739,128,24,70,313,98,40,182,671,15,4,32
"8612","sheldbo01",3,94,262,30,67,8,5,0,17,0,4,23,25,0,2,9
"8613","sheldro01",9,161,209,3,20,0,0,0,7,0,1,10,113,0,1,19
"8614","sheldsc01",5,141,285,34,67,16,0,8,33,1,1,15,84,0,2,4
"8615","shellji01",11,166,104,8,14,2,0,0,7,0,0,3,22,0,0,6
"8616","shellst01",2,43,4,0,0,0,0,0,0,0,0,0,2,0,0,0
"8617","sheltbe01",1,15,24,3,6,1,0,2,7,0,0,3,3,0,0,0
"8618","sheltch01",5,299,930,132,254,46,7,37,124,2,2,96,252,1,9,3
"8619","shephke01",4,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"8620","shephro01",3,115,108,23,18,6,0,2,5,3,1,5,37,0,0,1
"8621","sheripa01",11,876,2419,319,611,91,21,51,257,86,35,236,501,19,6,25
"8622","shermda02",1,37,63,8,14,1,0,0,2,2,1,6,8,0,3,1
"8623","sherrde01",2,5,5,1,1,0,0,0,0,0,0,0,2,0,0,0
"8624","sherrge01",11,442,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"8625","sherrla01",13,416,148,7,25,1,3,3,9,0,0,7,37,0,1,8
"8626","sherrno01",5,194,497,45,107,9,1,18,69,1,0,37,102,6,8,2
"8627","sherrti01",2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8628","shetrba01",5,60,112,12,23,2,1,1,7,3,0,5,16,1,0,3
"8629","shielja01",3,24,4,0,0,0,0,0,0,0,0,1,3,0,0,1
"8630","shielja02",13,356,136,15,23,3,0,0,6,0,0,3,53,0,0,8
"8631","shielsc01",10,491,4,0,0,0,0,0,0,0,0,0,3,0,0,0
"8632","shielst01",7,102,19,0,2,0,0,0,0,0,0,1,7,0,0,0
"8633","shielto01",2,22,34,4,6,1,0,0,1,0,0,2,10,0,0,0
"8634","shiffga01",2,16,4,0,0,0,0,0,0,0,0,0,2,0,0,0
"8635","shiffst01",1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8636","shinaza01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8637","shinera01",4,68,81,0,15,1,0,0,5,1,1,5,12,0,1,0
"8638","shinjts01",3,303,876,98,215,41,4,20,100,9,6,55,128,6,14,9
"8639","shipada01",1,26,3,0,0,0,0,0,0,0,0,0,3,0,0,0
"8640","shiplbr01",1,14,26,2,3,1,0,0,2,1,0,0,10,0,0,1
"8641","shiplcr01",11,582,1345,155,364,63,6,20,138,33,17,47,191,7,17,15
"8642","shipljo01",4,29,5,0,0,0,0,0,0,0,0,0,3,0,0,0
"8643","shirlba01",4,75,162,15,33,4,1,0,11,0,1,14,28,3,0,3
"8644","shirlbo01",13,434,263,15,29,3,0,0,8,0,0,13,102,0,0,26
"8645","shirlst01",1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"8646","shockco01",2,51,142,9,28,2,0,3,19,0,0,11,24,0,1,0
"8647","shoemch01",3,28,89,12,23,4,2,0,4,0,0,2,13,0,0,0
"8648","shoemma01",4,80,4,0,0,0,0,0,0,0,0,1,2,0,0,1
"8649","shoopro01",1,3,7,1,1,0,0,0,1,0,0,0,1,0,0,0
"8650","shopato01",7,253,309,40,62,7,1,3,20,11,5,26,51,3,0,5
"8651","shoppke01",13,572,1616,208,361,92,2,70,216,1,0,155,624,7,57,19
"8652","shortbi01",8,73,32,2,4,1,0,0,3,0,0,1,16,0,0,0
"8653","shortch02",15,506,697,29,88,5,2,0,24,1,0,14,198,0,3,57
"8654","shortri01",1,11,15,4,6,2,0,2,4,0,0,1,1,0,1,0
"8655","shousbr01",12,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8656","shower01",11,333,506,33,81,10,0,4,28,0,0,4,179,0,3,40
"8657","shrevch01",3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8658","shuckja01",7,364,995,123,250,36,8,8,80,22,12,69,110,2,3,13
"8659","shueypa01",13,476,7,0,1,0,0,0,0,0,0,0,3,0,0,0
"8660","shumaan01",1,8,5,0,1,0,0,0,0,0,0,1,3,0,0,0
"8661","shumpte01",14,854,1969,295,497,109,26,49,223,85,29,166,369,5,24,32
"8662","siddajo01",4,73,142,7,24,5,0,1,11,0,0,13,41,1,1,2
"8663","siebeno01",14,1406,4481,662,1217,206,38,132,636,18,25,708,748,47,10,20
"8664","siebepa01",7,87,13,1,0,0,0,0,0,0,0,0,5,0,0,2
"8665","siebeso01",18,405,660,52,114,22,3,12,57,0,0,18,182,0,9,35
"8666","siebldw01",5,48,27,1,2,0,0,0,2,0,0,3,12,0,0,0
"8667","siegrke01",4,230,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8668","sierrca01",3,16,4,0,0,0,0,0,0,0,0,0,4,0,0,0
"8669","sierrmo01",5,180,415,47,101,25,3,9,37,5,1,30,116,1,2,0
"8670","sierrru01",30,2186,8044,1084,2152,428,59,306,1322,142,52,610,1239,102,7,1
"8671","sikorbr01",4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8672","silvaca01",9,316,58,0,5,2,0,0,3,0,0,4,22,0,0,9
"8673","silvajo01",7,154,90,1,10,1,0,0,5,0,0,3,38,0,2,16
"8674","silvawa01",1,6,8,2,3,0,0,0,0,0,0,0,3,0,0,0
"8675","silveal01",2,14,7,3,1,0,0,0,2,0,0,0,1,0,0,0
"8676","silveda01",10,181,336,42,68,12,3,6,36,4,2,56,96,6,1,4
"8677","silvelu01",1,8,11,7,6,2,1,0,3,1,1,2,3,0,0,1
"8678","silveto01",3,31,30,2,3,0,0,0,0,0,1,2,9,1,0,0
"8679","simasbi01",6,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8680","simmoan01",5,623,2295,245,598,98,16,35,212,26,14,151,222,12,12,9
"8681","simmobr01",3,119,252,26,55,8,3,8,31,5,1,17,58,0,1,0
"8682","simmone01",3,100,330,38,86,14,1,11,40,2,1,31,54,6,0,0
"8683","simmosh01",2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8684","simmote01",21,2456,8680,1074,2472,483,47,248,1389,21,33,855,694,188,39,11
"8685","simmsmi01",9,330,660,92,163,33,1,36,121,4,4,69,175,1,8,0
"8686","simonal01",9,255,89,2,9,3,0,0,3,0,0,2,36,0,1,10
"8687","simondo01",2,49,3,0,0,0,0,0,0,0,0,0,0,0,0,1
"8688","simonja01",4,101,109,10,19,1,0,0,2,0,0,2,34,0,0,5
"8689","simonra01",12,537,1609,172,455,71,3,49,237,2,4,82,148,20,12,1
"8690","simpsal01",5,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8691","simpsdi01",11,288,518,94,107,19,2,15,56,10,10,64,174,5,6,3
"8692","simpsjo01",9,607,1397,166,338,54,12,9,124,45,27,90,190,10,7,28
"8693","simpsst01",1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8694","simpswa01",6,123,153,6,12,1,0,0,1,0,0,6,90,0,0,10
"8695","simsdu01",17,843,2422,263,580,80,6,100,310,6,16,338,483,34,35,6
"8696","simsgr01",1,7,6,1,1,0,0,0,0,0,0,1,3,0,0,0
"8697","sinatma01",10,140,252,20,48,6,1,1,21,2,1,17,35,1,1,5
"8698","sinclst01",4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8699","singebi01",16,324,413,20,45,11,0,0,13,0,0,14,162,0,5,30
"8700","singlch01",6,704,2230,326,609,133,23,45,276,81,27,130,343,9,9,39
"8701","singldu01",3,33,87,5,11,1,0,0,3,1,2,5,25,0,1,0
"8702","singljo02",2,114,357,48,61,15,0,14,50,3,3,60,151,1,1,0
"8703","singlke01",15,2082,7189,985,2029,317,25,246,1065,21,36,1263,1246,125,17,29
"8704","sinkbbr01",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8705","sipinjo01",1,68,229,22,51,12,2,2,9,2,0,8,44,1,1,2
"8706","sippto01",8,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8707","sirotmi01",6,125,17,1,2,0,0,0,0,0,0,2,6,0,0,0
"8708","siscoan01",3,151,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8709","siscost01",1,25,27,4,5,0,0,1,2,0,0,3,4,0,0,0
"8710","siskdo01",9,332,38,1,4,0,0,0,1,0,0,1,20,0,0,3
"8711","siskto01",9,317,235,13,22,1,0,0,8,0,0,14,118,0,1,16
"8712","sisleda01",9,247,159,14,25,1,1,0,5,0,0,15,48,0,0,21
"8713","siwyji01",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8714","sizemgr01",14,1101,4147,660,1098,252,47,150,518,143,47,483,952,34,67,8
"8715","sizemsc01",6,166,533,72,128,32,1,14,74,5,3,68,162,0,2,9
"8716","sizemte01",14,1411,5011,577,1311,188,21,23,430,59,46,469,350,60,20,110
"8717","skaggda01",6,205,510,44,123,18,2,3,49,0,1,51,76,1,0,14
"8718","skaggty01",4,41,20,0,2,0,0,0,1,0,0,0,11,0,0,5
"8719","skalsjo01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8720","skaugda01",1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"8721","skidmro01",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"8722","skinnjo01",11,564,1441,119,329,62,3,17,136,3,7,80,387,1,4,18
"8723","skipwky01",1,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0
"8724","skizalo01",6,239,725,80,196,27,4,30,86,8,3,50,37,3,2,5
"8725","skokcr01",4,107,11,1,2,1,0,0,0,0,0,1,5,0,0,0
"8726","skrmema01",3,14,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"8727","skubebo01",2,16,28,2,7,1,1,0,9,0,0,4,7,0,0,0
"8728","slaglro01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8729","slaglwa01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8730","slamaan01",2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8731","slatedo01",7,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8732","slatoji01",18,496,57,4,6,0,0,0,0,0,0,4,23,0,0,7
"8733","slaugdo01",18,1327,4063,415,1151,235,28,77,476,18,15,311,559,28,42,48
"8734","slaugst01",1,20,12,1,1,0,0,0,0,0,0,1,8,0,0,0
"8735","slaybbi01",3,42,23,1,4,0,0,0,0,0,0,0,6,0,0,2
"8736","sledgte01",4,291,705,81,174,32,7,25,100,6,6,82,151,7,4,7
"8737","slocubr01",2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8738","slocuhe01",18,549,12,0,1,0,0,0,2,0,0,0,7,0,0,1
"8739","slocuro01",3,80,113,15,17,3,2,2,16,0,1,8,37,1,2,3
"8740","sloweke01",7,139,39,2,3,1,0,0,2,0,0,2,17,0,0,7
"8741","slusajo01",9,118,9,1,1,0,0,0,1,0,0,0,5,0,0,0
"8742","smajscr01",1,8,3,2,0,0,0,0,0,0,0,0,1,0,0,0
"8743","smallaa01",11,172,4,0,0,0,0,0,0,0,0,0,3,0,0,1
"8744","smallha01",1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"8745","smallji01",4,108,141,22,38,6,2,0,10,0,2,10,22,0,0,2
"8746","smallma01",1,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8747","smallro02",19,1653,5657,745,1454,244,25,163,694,27,34,771,908,47,14,98
"8748","smartjd01",2,44,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"8749","smilejo01",14,361,504,21,73,14,0,2,35,0,0,25,183,0,0,45
"8750","smithal02",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8751","smithbe01",2,59,112,9,26,4,1,2,9,1,3,11,17,1,3,1
"8752","smithbi04",3,32,14,1,2,1,0,0,1,0,0,2,6,0,0,0
"8753","smithbi05",6,370,1018,107,234,38,9,17,111,8,5,96,189,6,4,24
"8754","smithbi06",1,10,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"8755","smithbl01",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8756","smithbo03",8,91,29,0,2,0,0,0,1,0,0,0,16,0,0,1
"8757","smithbo04",12,476,962,101,234,35,5,13,96,5,9,55,154,6,3,7
"8758","smithbo05",4,30,25,1,2,0,0,0,0,0,0,2,18,0,0,1
"8759","smithbo06",5,258,826,88,192,29,4,21,107,11,9,70,268,1,8,4
"8760","smithbr01",13,365,496,34,76,12,0,3,37,1,0,29,140,0,0,77
"8761","smithbr02",2,9,18,2,2,0,0,0,1,0,0,2,5,0,0,0
"8762","smithbr03",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8763","smithbu02",2,27,39,0,7,1,0,0,2,0,0,2,9,0,0,5
"8764","smithbu03",1,10,9,0,1,0,0,0,0,0,0,1,2,0,0,0
"8765","smithca02",3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8766","smithch04",14,771,2484,228,594,83,18,69,281,7,12,130,565,19,14,38
"8767","smithch05",3,31,76,13,22,6,1,1,11,0,0,7,15,1,2,0
"8768","smithch06",2,36,66,3,9,0,0,0,5,0,0,1,27,0,0,3
"8769","smithch07",4,63,2,0,0,0,0,0,0,0,0,1,1,0,0,0
"8770","smithch08",2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8771","smithda02",13,609,44,2,3,0,0,0,1,0,0,4,21,0,0,5
"8772","smithda03",2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8773","smithda04",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8774","smithda05",2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8775","smithda06",4,87,29,3,2,0,0,0,1,0,0,3,18,0,0,3
"8776","smithdi02",3,76,142,18,31,6,2,0,7,9,4,6,42,2,2,1
"8777","smithdi03",1,21,28,2,3,0,0,0,0,0,0,4,7,1,1,0
"8778","smithdw01",10,813,1807,244,497,88,20,46,226,42,37,150,334,8,13,6
"8779","smithea03",1,5,16,1,1,0,0,0,0,0,0,4,2,0,1,0
"8780","smithge04",4,217,634,64,130,27,6,9,57,9,0,59,142,7,5,5
"8781","smithgr01",3,27,52,6,11,2,1,0,7,1,0,2,7,0,1,2
"8782","smithgr02",2,42,15,2,5,2,0,0,2,0,0,0,2,0,0,4
"8783","smithha08",12,879,2682,269,715,148,10,58,323,7,10,196,361,12,14,20
"8784","smithha09",7,570,1697,126,437,63,8,23,172,6,8,102,128,33,3,13
"8785","smithja04",3,34,6,0,1,0,0,0,0,0,0,0,4,0,0,0
"8786","smithja05",14,278,576,65,122,15,10,17,60,9,4,23,181,1,5,12
"8787","smithja06",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8788","smithji02",1,42,42,5,10,2,1,0,4,0,1,5,7,0,0,4
"8789","smithjo05",12,639,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"8790","smithjo06",2,54,5,0,0,0,0,0,0,0,0,0,1,0,0,0
"8791","smithjo07",2,43,20,1,4,1,1,0,0,0,0,0,8,0,0,1
"8792","smithke01",3,53,111,17,23,5,0,2,8,2,1,6,10,1,2,5
"8793","smithke02",3,83,56,8,15,2,0,1,5,1,0,7,19,0,0,0
"8794","smithke03",2,6,4,1,0,0,0,0,0,0,0,0,2,0,1,0
"8795","smithke04",1,7,16,2,2,0,0,0,0,0,0,0,6,0,0,0
"8796","smithle02",24,1023,64,2,3,0,0,1,2,0,0,3,42,0,0,4
"8797","smithlo01",21,1613,5170,909,1488,273,58,98,533,370,140,623,849,19,92,21
"8798","smithma02",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8799","smithma03",8,414,959,125,233,51,3,32,130,15,5,97,211,4,11,3
"8800","smithma04",4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8801","smithma05",1,72,189,28,45,7,4,3,22,16,8,20,48,0,2,3
"8802","smithmi02",1,36,102,15,20,3,1,3,8,2,2,13,24,0,1,1
"8803","smithmi03",8,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8804","smithmi04",5,33,5,0,0,0,0,0,0,0,0,0,2,0,0,1
"8805","smithmi05",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8806","smithmi06",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8807","smithna01",1,5,9,3,2,1,0,0,0,0,0,1,4,0,1,0
"8808","smithoz01",19,2573,9396,1257,2460,402,69,28,793,580,148,1072,589,79,33,214
"8809","smithpe01",2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"8810","smithpe02",13,234,279,15,33,4,2,0,15,0,0,19,83,0,0,38
"8811","smithra01",3,83,215,16,47,6,1,1,10,1,0,11,18,0,1,3
"8812","smithre06",19,1987,7033,1123,2020,363,57,314,1092,137,86,890,1030,115,33,8
"8813","smithro01",8,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8814","smithro02",2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8815","smithro03",2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8816","smithse01",10,1138,3252,475,849,205,31,113,426,20,7,395,718,30,32,2
"8817","smithst02",1,21,44,3,7,2,0,1,6,1,0,3,9,0,0,0
"8818","smithto04",5,121,271,28,63,7,2,4,21,9,1,11,24,3,1,1
"8819","smithtr01",5,42,28,0,4,0,0,0,2,0,0,0,8,0,0,2
"8820","smithwi02",11,691,1654,171,410,63,21,46,211,20,16,107,284,20,9,9
"8821","smithwi03",1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8822","smithwi04",7,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8823","smithza01",17,386,551,27,87,12,2,0,32,1,0,13,108,0,2,72
"8824","smoakju01",9,824,2555,285,571,110,1,106,327,3,1,307,690,12,12,0
"8825","smokejo01",1,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"8826","smolija01",5,199,542,64,131,18,4,16,65,2,3,41,107,0,13,1
"8827","smoltjo01",23,735,948,77,151,26,2,5,61,3,2,79,365,0,3,136
"8828","smylydr01",7,156,4,0,0,0,0,0,0,0,0,0,1,0,0,0
"8829","smythst01",1,8,9,1,2,0,0,0,1,0,0,0,1,0,0,1
"8830","snarery01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8831","sneades01",2,18,13,4,4,0,0,1,3,4,3,1,4,0,0,0
"8832","snellbl01",1,19,2,0,0,0,0,0,0,0,0,1,1,0,0,0
"8833","snellch02",7,93,225,31,55,10,2,7,20,2,4,34,59,1,7,6
"8834","snellia01",9,162,192,10,18,2,0,0,6,0,0,7,84,0,0,33
"8835","snellna01",4,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8836","snidetr01",12,630,1783,214,435,100,7,54,212,22,11,167,492,11,9,4
"8837","snideva01",2,19,35,5,7,1,0,1,6,0,1,0,18,0,0,0
"8838","snodgsc01",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8839","snookfr01",1,18,2,0,0,0,0,0,0,0,0,0,2,0,0,0
"8840","snopech01",6,215,607,76,142,27,1,13,66,7,3,49,108,0,3,5
"8841","snowjt01",16,1716,5641,798,1509,293,19,189,877,20,23,760,1142,61,64,24
"8842","snydebr01",2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8843","snydebr02",3,30,66,5,11,2,0,2,8,0,0,5,28,0,0,0
"8844","snydebr03",5,120,194,27,47,13,1,9,29,0,1,7,65,0,3,1
"8845","snydech02",12,715,2087,227,467,98,1,77,298,0,3,309,560,36,25,16
"8846","snydeco02",11,1068,3656,439,902,178,13,149,488,28,19,226,992,25,13,11
"8847","snydeea01",2,19,59,5,12,2,0,1,4,0,0,6,22,0,0,1
"8848","snydege02",1,11,6,1,0,0,0,0,0,0,0,2,2,0,0,1
"8849","snydeji02",3,41,86,4,12,2,0,1,10,0,1,4,12,0,1,11
"8850","snydejo02",3,64,38,1,3,1,0,0,0,0,0,2,7,0,1,1
"8851","snydeky01",7,93,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"8852","snyderu01",14,1365,3631,488,984,150,29,42,319,58,32,294,438,10,9,57
"8853","sobkosc01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8854","socolmi01",5,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"8855","soderer01",11,894,2894,402,764,120,14,102,383,18,21,295,359,15,22,21
"8856","soderst01",1,3,5,0,0,0,0,0,0,0,0,0,3,0,0,0
"8857","sodowcl01",5,107,13,2,4,1,0,0,0,0,0,0,3,0,0,1
"8858","soffra01",2,42,3,0,0,0,0,0,0,0,0,0,3,0,0,1
"8859","sofieri01",3,207,612,69,149,25,4,9,66,9,10,44,141,2,2,12
"8860","sogarer01",6,435,1210,138,289,52,7,8,105,29,11,92,169,3,8,14
"8861","sojolu01",17,848,2571,300,671,103,12,36,261,28,20,124,198,3,13,56
"8862","solaito01",11,525,1316,164,336,66,1,50,203,2,8,214,345,18,3,4
"8863","solando01",5,370,1068,99,274,40,6,9,99,11,3,65,197,4,14,13
"8864","solanjh01",3,43,103,9,19,6,0,2,10,1,1,5,13,1,0,0
"8865","solanju01",7,106,13,1,1,0,0,0,0,0,0,0,10,0,0,1
"8866","solarya01",5,392,1400,174,380,78,6,39,182,2,2,117,177,2,15,5
"8867","soleral01",1,8,11,0,1,0,0,0,0,0,0,0,6,0,0,4
"8868","solerjo01",3,211,682,87,176,35,2,27,98,4,1,69,211,5,6,0
"8869","solisal01",2,13,10,0,0,0,0,0,1,0,0,0,6,0,0,1
"8870","solisma01",1,15,20,1,5,1,0,0,0,0,0,1,3,0,0,0
"8871","solissa01",2,55,5,0,1,0,0,0,0,0,0,0,1,0,0,0
"8872","solomed01",12,198,220,13,39,6,0,0,15,0,0,4,69,0,1,13
"8873","sommean01",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8874","somsela01",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8875","sonnaan01",5,135,24,6,7,1,0,0,2,0,0,3,14,0,0,2
"8876","sorenla01",11,346,61,2,3,1,0,0,0,0,0,2,30,0,1,12
"8877","sorenza01",2,48,49,5,7,2,0,1,2,0,3,7,15,0,0,1
"8878","soriaal01",18,1975,7750,1152,2095,481,31,412,1159,289,84,496,1803,68,86,9
"8879","soriajo01",13,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8880","soriara01",14,592,4,0,0,0,0,0,0,0,0,0,1,0,0,0
"8881","sorrebi01",3,85,165,15,44,3,0,5,17,1,0,15,16,4,0,1
"8882","sorrepa01",11,1093,3412,454,876,176,5,166,565,8,15,426,844,54,21,4
"8883","sosael01",16,602,92,2,12,1,0,0,6,0,2,3,35,0,0,8
"8884","sosahe01",1,10,15,3,1,1,0,0,0,0,0,2,8,0,0,1
"8885","sosajo01",2,35,9,2,3,1,0,1,3,0,0,0,3,0,0,0
"8886","sosajo02",11,296,83,5,12,2,0,3,4,0,0,7,37,0,0,12
"8887","sosaju01",2,13,10,3,2,0,0,0,0,0,0,2,3,0,0,0
"8888","sosasa01",20,2354,8813,1475,2408,379,45,609,1667,234,107,929,2306,154,59,17
"8889","sotoge01",16,784,2480,303,611,146,4,105,352,3,5,307,663,17,16,7
"8890","sotogi01",1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8891","sotoma01",12,303,530,32,70,13,1,1,24,0,0,11,166,0,2,58
"8892","sotone01",2,34,42,1,3,1,0,0,1,1,0,0,14,0,1,0
"8893","southbi02",1,3,7,2,2,0,0,1,2,0,0,0,3,0,2,0
"8894","souzama01",1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8895","souzast01",3,251,826,119,193,32,2,35,91,19,12,80,310,0,10,1
"8896","sowerje01",4,72,4,1,1,0,0,0,0,0,0,2,1,0,0,1
"8897","spande01",9,1093,4392,637,1249,212,60,48,389,164,48,424,568,9,27,51
"8898","spangal01",15,912,2267,307,594,87,26,21,175,37,32,295,234,23,11,23
"8899","spangco01",3,142,413,51,111,20,7,7,38,14,6,34,102,1,3,9
"8900","spansbi01",1,29,14,2,4,0,0,0,2,0,0,2,4,0,0,0
"8901","sparkje01",2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8902","sparkst01",11,272,41,1,5,1,0,0,3,0,0,1,17,0,0,2
"8903","sparkst02",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8904","sparmjo01",7,185,269,11,32,3,2,0,11,0,0,10,108,0,0,29
"8905","speakbo01",4,305,761,110,170,26,10,31,104,8,11,80,158,6,6,2
"8906","spearna01",2,7,8,0,0,0,0,0,0,0,0,0,4,0,0,0
"8907","speckcl01",1,13,3,0,0,0,0,0,0,0,0,1,3,0,0,1
"8908","speedho01",3,113,135,21,28,5,1,0,6,4,5,20,46,1,2,2
"8909","speerfl01",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8910","spehrti01",12,363,556,76,110,31,1,19,72,9,0,67,153,2,14,14
"8911","speiech01",26,2260,7156,770,1759,302,50,112,720,42,54,847,988,106,35,73
"8912","speieju01",16,613,17,0,3,0,0,0,0,0,0,0,8,0,0,0
"8913","speiery01",4,90,5,0,0,0,0,0,0,0,0,0,3,0,0,0
"8914","speigle01",2,26,4,0,0,0,0,0,0,0,0,1,2,0,0,3
